candidate_id,name,party_code,question_id,topic,question,answer_value,answer_label,answer_text,is_important,argument_for,argument_against
734,Asbjørn Reissmann,A,1270,SKAT OG AFGIFTER,"De boligejere, der tjener mest på prisstigninger, skal betale mere i skat",5,Meget uenig,"Stigningen i de rigestes andel af formuemassen skyldes særligt, at gevinster ved ejendomssalg er skattefri. Boligmarkedet er derfor vores største ulighedsmaskine, og uligheden opstår ikke pga. egenindsats. Det er indsatsen fra døde mursten, som gives videre ved forældrekøb og lån til køb af lejlighed. Millionærer bliver til uden indsats. Så er man ægte liberal, ønsker man at beskatte boligavance",True,"Boligpriserne er steget markant mange steder, og nogle boligejere har fået store gevinster. Hvis de, der tjener mest på bolig, betaler mere i skat, kan det bidrage til mere økonomisk lighed og give flere penge til velfærd.","Boligejere betaler allerede høje skatter og afgifter og har allerede betalt skat af de penge, de har købt boligen for. At købe en bolig er en stor beslutning, som folk planlægger deres økonomi efter langt frem i tiden, så det skaber stor usikkerhed at lave om på skatten."
734,Asbjørn Reissmann,A,1275,ØKONOMI OG ARBEJDSMARKED,Danmark bruger for mange penge på at støtte Ukraine i krigen mod Rusland,2,Enig,"Ukraine kæmper vores kamp. Jo flere penge, vi kan hjælpe med nu, jo flere penge sparer vi i fremtiden. Det er naivt at tro, at vi kan fedte den nødvendige sejr hjem med håndører. Vi skal skrue op for en seriøs indsats, og det skulle vi som samlet EU have gjort for længst, så kigen ikke bliver trukket i langdrag. Når vi skal genopbygge Ukraine, skal vi have sikkerhed for, at pengene bliver brugt ok",False,Det er vigtigere at bruge ressourcerne på udfordringer i Danmark end en krig langt væk.,Støtten til Ukraine bidrager til europæisk sikkerhed og til at modstå russisk aggression. Det kommer også Danmark til gode.
734,Asbjørn Reissmann,A,1304,ØKONOMI OG ARBEJDSMARKED,"Store Bededag skal genindføres som helligdag, selv om det koster staten penge",4,Uenig,"Det var en fejl at fjerne en fridag fra den almindelige lønarbejder.  Vi kan finansiere den helligdag på andre og bedre måder, eksempelvis højere arveafgift og beskatning af profit på boligsalg",False,"Det var forkert at afskaffe Store Bededag, fordi det øgede folks samlede arbejdstid. Familier og lønmodtagere er pressede og har derfor behov for den fridag.","Det mindsker arbejdsudbuddet og kan koste staten flere milliarder kroner om året at genindføre helligdagen. Der er brug for pengene til andre prioriteter. Samtidig er det usikkert, hvordan man skal rulle bededagstillægget tilbage."
734,Asbjørn Reissmann,A,1300,UDLÆNDINGE,Det er vigtigere at kunne udvise flere kriminelle udlændinge end at overholde internationale konventioner,2,Enig,"Vi skal kunne udvise flere og presse Menneskerettighedsdomstolen i det omfang, som det er muligt. Domstolen har anlagt en meget udvidende og aktivistisk fortolkning af konventionens ordlyd. Det er ikke hensigtsmæssigt, når en domstol bliver til lovgiver. Derfor bør konventionenen fortolkes indskrænkende og give landene mere selvbestemmelse til at udvise. Men vi skal holde konventionerne",False,"Det virker urimeligt, hvis en udlænding får lov at blive i landet trods alvorlig kriminalitet. Det kan krænke retsfølelsen og svække tilliden til systemet.","Konventioner beskytter grundlæggende rettigheder, og det er afgørende for et lille land som Danmark, at der er en international retsorden, som verdens lande følger. Hvis vi ikke selv overholder konventionerne, er vi med til at underminere dem."
734,Asbjørn Reissmann,A,1289,SOCIAL OG ULIGHED,Der skal være større udligning mellem rige og fattige kommuner,2,Enig,"Hvis landet knækker mere over, vil vi få et folketing (og dermed et land), som ikke kan samarbejde, fordi vi bliver for forskellige. Det er Danmark for lille et land til. Vi skal have en nogenlunde sammenhængskraft. Men København har mange flere borgere, børn, ældre, udsatte, og derfor skal udligningen ikke være større end den er nu. ",False,"Der er stor forskel på, hvor velstillede kommunernes borgere er, og hvor meget hjælp de behøver fra det offentlige. Hvis pengene omfordeles endnu mere end i dag, kan det sikre mere ensartet velfærd på tværs af landet og skabe mere lighed.","De rigeste kommuner betaler allerede meget til de fattigste, og mere udligning kan mindske kommunernes incitament til selv at blive mere effektive, styrke erhvervsliv og skabe job. Mere omfordeling kan svække det kommunale selvstyre og mindske borgeres støtte til systemet i de kommuner, der skal betale mere."
734,Asbjørn Reissmann,A,1301,ØKONOMI OG ARBEJDSMARKED,"Folkepensionsalderen skal fortsat stige med et år, når den gennemsnitlige levealder stiger med et år",2,Enig,"Det er ikke realistisk, at folk i gennemsnit skal kunne arbejde til, at de er over 70.  Det er heller ikke realistisk, at levealderen vil fortsætte med at stige i en uendelighed. Vi kan ikke alle drømme om det samme som Elon Musk. Af den årsag er diskussionen lidt en pseudodiskussion. Hvis man ønsker at arbejde, efter at man er 70 år, er det godt. Vi burde lave et beskæftigelsesfradrag til det.",False,"Den stigende pensionsalder er en hovedårsag til Danmarks stærke økonomi. Det er naturligt, at vi arbejder længere i takt med, at vi lever længere.","Pensionsalderen kan ikke blive ved med at stige. Der må være grænser for, hvor længe man skal arbejde, og den stigende pensionsalder er hårdere for nogle grupper end for andre."
734,Asbjørn Reissmann,A,1285,SKAT OG AFGIFTER,Skatten for de højeste indkomster skal sættes op,4,Uenig,"Det vil være godt med en højere skat på de allerhøjeste indkomster. Grunden til, at jeg ikke svarer 'helt enig' er, at indkomst relaterer sig til lønarbejde og egenindsats. De to ting skal belønnes. I stedet skal vi sætte skat på profit ved boligsalg og højere arveafgift, så formueulighed ikke kommer uden indsats",False,"Hvis de rigeste betaler mere i skat, giver det mere lighed i samfundet, og det kan give flere penge, staten kan bruge.","Dem med de højeste indkomster i forvejen er dem, som betaler og bidrager mest i skat. Skattestigninger kan mindske incitamentet til at arbejde og investere, og det kan gå ud over den samlede velstand."
734,Asbjørn Reissmann,A,1298,ØKONOMI OG ARBEJDSMARKED,Danmark skal bruge færre penge på udviklingsbistand,2,Enig,"Bidraget til udviklingslande er en udgift, der på den lange bane også er til gavn for os selv. Udviklede lande giver ikke på samme måde flygtningestrømme til Danmark.",False,Pengene kan bruges bedre på nationale udfordringer. Danmark kan godt sænke bistanden og stadig betale mere end mange andre lande i forhold til vores størrelse.,"Udviklingsbistand er vigtigt for stabilitet og for at bekæmpe fattigdom, der kan føre til flygtningestrømme. Danmark lever i dag akkurat op til FN's anbefaling om, hvor meget de rige lande bør betale i bistand, og det er vigtigt for Danmarks omdømme, at vi bliver ved med det."
734,Asbjørn Reissmann,A,1278,"KLIMA, MILJØ OG LANDBRUG",Atomkraft på dansk jord skal være en del af energiforsyningen på længere sigt,4,Uenig,"Ideen er god i teorien, men det er ifølge Energistyrelsen og førende eksperter både dyrt og langsomt at indføre i praksis. Så forudsætninger skal ændre sig. I stedet skal vi prøve at forhandle en aftale på plads med Tyskland om udveksling af grøn strøm mod backup fra deres atomkraftværker, som de forhåbentligt åbner igen, efter at de lukkede dem i slut 10'erne. Imens vi udbygger vores grønne strøm",False,"Atomkraft udleder næsten ingen CO2 og er derfor et klimavenligt alternativ til olie og kul. Samtidig kræver det meget mindre plads end vind- og solenergi, og det er stabilt døgnet rundt.","Atomkraft vil være dyrt og tage lang tid at anlægge. Samtidig rejser det spørgsmål om sikkerhed og opbevaring af atomaffald, som er radioaktivt i tusinder af år."
734,Asbjørn Reissmann,A,1305,ØKONOMI OG ARBEJDSMARKED,Overførselsindkomsten til de fattigste kontanthjælpsmodtagere skal sættes op,4,Uenig,"Ja, til børnefamilier på kontanthjælp. Kontanthjælpen er nødvendig for, at børn,  som vokser op i fattigdom, ikke skal blive mærket af fattigdommen for resten af deres liv. 
Det er afgørende for børn, som i forvejen har svære odds, at de ikke oplever deres opvækst som et traume. De skal også kunne få en fodbold og invitere klassen på lagkage, når de har fødselsdag. ",False,"Uligheden i Danmark er blevet for stor. Vi er for rigt et samfund til at lade de fattigste være så økonomisk pressede, som det er tilfældet for nogle, og det er ikke alle, der er i stand til at arbejde.","Det skal kunne betale sig at arbejde. Hvis overførselsindkomsterne er for høje, mindsker det incitamentet til at komme i job."
